trxn_amt,qty,cust_age,fraudulent,acct_age_days,trxn_hour,year,month,day,pmt_method_PayPal,pmt_method_bank transfer,pmt_method_credit card,pmt_method_debit card,product_cat_clothing,product_cat_electronics,product_cat_health & beauty,product_cat_home & garden,product_cat_toys & games,cust_device_desktop,cust_device_mobile,cust_device_tablet
192.49,5,37,0,177,21,2024,2,19,True,False,False,False,False,False,False,True,False,True,False,False
765.84,5,21,0,338,2,2024,2,17,False,True,False,False,False,False,False,False,True,True,False,False
237.48,4,35,0,229,22,2024,1,24,False,True,False,False,False,False,False,False,True,False,True,False
1373.69,3,28,0,88,13,2024,3,28,False,True,False,False,False,True,False,False,False,True,False,False
68.51,5,44,0,3,9,2024,1,10,False,False,False,True,False,True,False,False,False,True,False,False
38.91,4,46,0,319,19,2024,1,4,False,True,False,False,False,False,False,True,False,False,False,True
95.17,3,23,0,50,21,2024,2,16,True,False,False,False,False,True,False,False,False,True,False,False
147.33,3,41,0,131,15,2024,3,19,False,True,False,False,False,False,False,False,True,True,False,False
57.17,5,10,0,215,21,2024,2,27,True,False,False,False,False,False,True,False,False,False,True,False
294.85,3,27,0,258,5,2024,2,4,False,True,False,False,True,False,False,False,False,True,False,False
223.18,5,40,0,166,21,2024,3,24,False,False,False,True,False,False,True,False,False,True,False,False
241.54,2,32,0,296,19,2024,4,3,False,True,False,False,True,False,False,False,False,True,False,False
67.36,5,23,0,313,15,2024,3,20,True,False,False,False,False,False,False,False,True,True,False,False
186.66,5,37,0,48,3,2024,2,12,False,False,False,True,False,False,True,False,False,False,True,False
71.27,1,51,0,62,6,2024,2,12,False,True,False,False,False,True,False,False,False,False,False,True
422.0,5,28,1,13,20,2024,1,15,False,False,False,True,False,False,False,False,True,False,True,False
53.01,4,40,0,251,20,2024,1,4,False,True,False,False,False,False,False,False,True,False,True,False
10.35,3,26,0,306,2,2024,3,14,False,False,True,False,False,False,True,False,False,True,False,False
50.45,2,16,0,187,10,2024,4,2,False,True,False,False,False,False,True,False,False,True,False,False
97.91,5,41,1,13,13,2024,1,6,False,True,False,False,False,True,False,False,False,True,False,False
612.49,5,41,0,12,1,2024,3,8,False,True,False,False,False,False,False,False,True,False,False,True
557.35,2,24,0,40,20,2024,2,20,False,True,False,False,False,False,False,False,True,False,False,True
653.48,5,30,0,310,17,2024,4,4,True,False,False,False,False,False,True,False,False,False,True,False
519.71,3,39,0,176,17,2024,3,3,False,False,True,False,False,True,False,False,False,False,True,False
511.2,3,9,1,58,8,2024,3,3,False,False,False,True,False,False,False,False,True,True,False,False
165.27,3,23,0,35,14,2024,3,2,True,False,False,False,True,False,False,False,False,True,False,False
15.83,5,8,0,238,0,2024,1,7,False,True,False,False,False,False,False,False,True,False,True,False
67.66,1,43,0,25,23,2024,1,27,False,False,True,False,False,False,False,False,True,False,False,True
31.59,1,34,0,353,21,2024,1,19,False,False,False,True,False,True,False,False,False,True,False,False
28.04,1,41,0,66,1,2024,3,15,True,False,False,False,False,False,False,True,False,False,False,True
83.19,4,26,0,96,5,2024,1,24,True,False,False,False,True,False,False,False,False,True,False,False
159.65,5,35,0,314,16,2024,3,29,False,False,False,True,False,False,False,True,False,True,False,False
770.42,3,37,0,221,17,2024,3,23,False,False,True,False,False,True,False,False,False,False,True,False
668.66,3,40,0,230,16,2024,1,31,True,False,False,False,True,False,False,False,False,True,False,False
118.61,5,25,0,251,12,2024,2,16,False,False,True,False,False,False,True,False,False,False,False,True
55.35,2,20,0,303,20,2024,1,17,False,True,False,False,False,False,True,False,False,False,True,False
212.47,5,39,0,132,4,2024,2,22,True,False,False,False,False,False,False,False,True,False,False,True
179.68,2,32,0,20,5,2024,1,29,False,False,False,True,False,True,False,False,False,False,False,True
205.62,4,13,0,81,4,2024,1,4,False,True,False,False,False,False,False,False,True,True,False,False
802.03,1,47,0,288,7,2024,3,27,True,False,False,False,False,False,False,True,False,True,False,False
25.91,5,34,0,183,15,2024,2,9,False,False,True,False,False,False,False,False,True,False,False,True
85.35,4,42,0,259,17,2024,2,2,False,False,False,True,False,False,True,False,False,True,False,False
192.39,3,29,1,152,0,2024,1,29,False,True,False,False,False,True,False,False,False,True,False,False
175.31,1,26,0,178,15,2024,2,27,False,False,False,True,False,False,False,False,True,True,False,False
114.77,3,32,0,44,0,2024,3,22,False,False,False,True,False,True,False,False,False,False,True,False
115.57,2,17,0,143,2,2024,1,4,False,False,True,False,True,False,False,False,False,False,True,False
73.19,4,28,0,353,15,2024,2,4,False,False,False,True,True,False,False,False,False,True,False,False
15.54,5,33,0,195,12,2024,3,25,False,False,False,True,True,False,False,False,False,True,False,False
69.85,5,29,0,293,21,2024,2,1,False,False,False,True,False,False,False,True,False,False,True,False
527.46,4,33,0,237,3,2024,3,25,True,False,False,False,False,False,False,True,False,False,False,True
570.75,4,43,0,171,15,2024,1,5,True,False,False,False,False,False,False,True,False,True,False,False
185.35,4,40,0,98,10,2024,2,23,False,False,True,False,False,False,False,False,True,False,False,True
240.55,5,19,0,149,8,2024,3,30,False,False,False,True,False,True,False,False,False,True,False,False
148.25,3,22,0,180,20,2024,3,23,True,False,False,False,False,False,True,False,False,False,False,True
74.35,3,43,0,1,6,2024,3,28,False,False,True,False,False,False,True,False,False,False,False,True
432.47,2,38,0,335,18,2024,1,1,False,True,False,False,True,False,False,False,False,True,False,False
47.15,2,28,0,139,1,2024,4,6,False,True,False,False,False,False,False,False,True,False,False,True
348.91,5,25,0,133,20,2024,3,31,False,False,True,False,False,False,True,False,False,False,True,False
487.66,5,36,0,5,22,2024,2,14,True,False,False,False,False,False,True,False,False,False,True,False
51.14,1,21,0,195,23,2024,3,3,False,False,False,True,False,False,False,False,True,False,True,False
278.72,1,22,0,317,14,2024,1,6,True,False,False,False,True,False,False,False,False,True,False,False
144.46,1,37,0,151,20,2024,3,30,False,False,True,False,False,False,False,True,False,False,False,True
11.83,5,8,0,259,5,2024,2,11,False,False,False,True,False,False,False,False,True,False,True,False
132.5,4,29,1,59,8,2024,1,7,False,False,True,False,True,False,False,False,False,False,True,False
182.29,5,35,0,184,5,2024,3,13,False,False,True,False,False,False,False,False,True,False,True,False
234.87,5,36,1,224,4,2024,2,25,False,False,False,True,True,False,False,False,False,False,True,False
49.65,4,31,0,224,0,2024,1,27,True,False,False,False,False,False,False,False,True,False,False,True
357.17,4,30,0,112,17,2024,2,23,True,False,False,False,False,False,True,False,False,False,False,True
32.07,2,21,0,157,15,2024,3,6,False,False,False,True,False,False,False,False,True,False,False,True
162.2,4,43,0,296,14,2024,3,17,False,False,True,False,True,False,False,False,False,False,True,False
22.22,3,26,0,62,6,2024,1,15,False,False,False,True,False,False,True,False,False,True,False,False
480.34,3,12,0,152,13,2024,3,12,False,True,False,False,False,False,False,False,True,False,False,True
378.53,1,39,0,340,4,2024,2,4,True,False,False,False,False,False,True,False,False,True,False,False
94.87,2,30,0,303,18,2024,1,5,False,False,True,False,True,False,False,False,False,True,False,False
140.61,2,29,0,312,20,2024,1,25,True,False,False,False,True,False,False,False,False,False,True,False
20.88,2,23,0,234,1,2024,1,26,True,False,False,False,True,False,False,False,False,False,False,True
424.77,1,32,0,272,5,2024,3,28,False,False,True,False,False,True,False,False,False,True,False,False
224.32,1,42,0,356,10,2024,2,4,False,False,True,False,False,False,True,False,False,True,False,False
223.03,2,40,0,275,4,2024,2,6,False,True,False,False,True,False,False,False,False,False,False,True
95.33,5,24,0,265,19,2024,2,12,True,False,False,False,True,False,False,False,False,False,True,False
190.47,4,44,0,346,4,2024,3,5,True,False,False,False,False,False,False,False,True,True,False,False
204.99,3,16,0,8,13,2024,1,20,False,False,True,False,False,False,False,True,False,False,False,True
19.65,5,39,0,273,3,2024,3,16,False,False,False,True,True,False,False,False,False,True,False,False
72.63,2,25,0,114,16,2024,2,19,True,False,False,False,False,False,True,False,False,False,True,False
94.32,5,52,0,192,3,2024,2,24,False,False,False,True,False,False,False,True,False,False,False,True
408.36,4,46,0,91,15,2024,2,22,True,False,False,False,False,False,False,True,False,True,False,False
629.28,3,31,0,4,1,2024,2,28,True,False,False,False,True,False,False,False,False,True,False,False
316.57,1,44,0,109,14,2024,1,7,False,True,False,False,True,False,False,False,False,True,False,False
50.1,5,67,0,341,21,2024,1,31,True,False,False,False,False,False,True,False,False,True,False,False
104.18,3,15,0,259,1,2024,3,26,False,True,False,False,False,False,False,False,True,False,True,False
41.5,2,43,0,161,0,2024,3,23,False,False,True,False,False,True,False,False,False,False,False,True
127.6,3,18,0,256,23,2024,3,25,True,False,False,False,False,False,True,False,False,True,False,False
49.38,3,36,0,208,20,2024,2,5,False,False,True,False,False,True,False,False,False,False,False,True
226.63,4,36,0,118,9,2024,3,13,False,True,False,False,False,False,False,False,True,True,False,False
85.39,5,42,0,201,1,2024,1,12,False,False,True,False,False,False,False,False,True,True,False,False
167.2,3,29,0,66,6,2024,2,26,False,False,True,False,False,False,False,False,True,False,False,True
300.78,2,33,0,289,22,2024,3,11,False,False,False,True,False,False,False,False,True,False,False,True
62.11,2,23,0,217,23,2024,2,4,False,False,False,True,False,True,False,False,False,False,False,True
214.99,3,44,0,161,11,2024,4,6,False,False,False,True,False,True,False,False,False,False,True,False
116.86,5,47,0,58,4,2024,1,5,True,False,False,False,False,False,True,False,False,False,False,True
512.47,3,28,0,95,0,2024,3,14,False,True,False,False,False,False,False,False,True,False,False,True
54.94,2,36,0,246,22,2024,3,3,False,False,False,True,False,False,True,False,False,False,False,True
846.63,2,44,0,147,23,2024,2,13,True,False,False,False,False,False,False,False,True,True,False,False
101.86,1,41,1,21,13,2024,3,21,True,False,False,False,True,False,False,False,False,True,False,False
199.42,1,24,0,166,10,2024,1,24,False,False,True,False,True,False,False,False,False,True,False,False
26.91,1,45,0,334,17,2024,4,1,False,True,False,False,False,False,False,False,True,False,True,False
1163.1,2,37,1,138,6,2024,2,5,False,False,False,True,True,False,False,False,False,False,False,True
199.13,2,34,0,294,9,2024,3,2,False,False,False,True,False,False,False,False,True,True,False,False
625.61,4,34,0,349,3,2024,3,1,False,False,True,False,False,False,False,True,False,False,True,False
133.77,3,38,0,138,13,2024,1,26,True,False,False,False,False,True,False,False,False,True,False,False
21.77,5,30,0,186,17,2024,3,9,False,True,False,False,False,False,False,True,False,True,False,False
401.6,1,27,0,110,14,2024,1,31,False,False,False,True,False,False,False,True,False,False,True,False
358.22,2,44,0,272,3,2024,1,13,False,False,True,False,False,True,False,False,False,True,False,False
105.4,4,33,0,93,22,2024,3,22,False,False,True,False,False,False,False,True,False,True,False,False
147.3,2,29,0,220,22,2024,3,14,False,True,False,False,False,False,False,True,False,False,False,True
14.55,4,37,0,103,6,2024,4,1,False,False,False,True,False,False,False,False,True,False,False,True
78.7,5,27,1,103,14,2024,1,7,False,True,False,False,False,False,True,False,False,False,True,False
196.16,5,34,0,101,2,2024,3,25,False,False,False,True,False,True,False,False,False,True,False,False
57.3,3,22,0,273,8,2024,1,6,False,False,True,False,False,False,False,True,False,True,False,False
562.65,3,55,0,69,19,2024,2,7,False,False,False,True,True,False,False,False,False,True,False,False
15.19,1,42,0,199,0,2024,2,11,False,False,False,True,False,False,False,False,True,False,False,True
452.32,4,29,0,34,20,2024,2,29,False,True,False,False,True,False,False,False,False,False,False,True
100.48,5,34,0,62,20,2024,1,4,False,False,True,False,False,False,False,True,False,False,False,True
1274.59,3,40,0,274,0,2024,3,21,False,False,False,True,True,False,False,False,False,False,True,False
27.67,1,33,0,213,23,2024,1,7,True,False,False,False,False,True,False,False,False,False,False,True
319.56,2,42,0,359,0,2024,2,26,False,False,False,True,False,True,False,False,False,False,True,False
37.31,1,33,0,227,5,2024,3,31,False,True,False,False,True,False,False,False,False,False,False,True
638.14,3,38,0,135,15,2024,2,19,False,False,True,False,False,False,True,False,False,False,False,True
166.88,2,12,0,160,15,2024,3,15,True,False,False,False,False,False,False,False,True,False,True,False
297.92,4,29,0,346,9,2024,1,14,False,False,False,True,False,True,False,False,False,False,True,False
29.68,5,40,0,260,19,2024,2,11,True,False,False,False,False,True,False,False,False,False,False,True
62.82,5,36,0,99,18,2024,2,21,False,False,True,False,False,True,False,False,False,False,False,True
134.36,2,42,0,362,20,2024,3,5,False,False,True,False,False,True,False,False,False,True,False,False
80.58,5,45,0,118,23,2024,4,2,False,False,False,True,False,True,False,False,False,False,False,True
328.66,2,19,1,235,5,2024,1,1,False,False,False,True,False,True,False,False,False,False,False,True
68.89,2,45,0,241,11,2024,3,24,False,False,True,False,False,False,False,True,False,False,True,False
254.66,4,38,0,219,16,2024,3,3,False,True,False,False,False,False,False,False,True,False,True,False
13.58,2,33,0,287,19,2024,1,6,False,True,False,False,False,True,False,False,False,False,False,True
145.52,5,54,0,193,19,2024,1,9,False,False,True,False,False,False,True,False,False,False,True,False
27.1,2,54,0,62,15,2024,3,8,False,False,True,False,False,False,False,False,True,False,False,True
106.14,1,23,0,361,16,2024,3,25,False,False,True,False,False,False,False,False,True,False,True,False
146.02,4,40,0,183,20,2024,2,15,False,False,False,True,True,False,False,False,False,False,False,True
421.49,5,30,0,46,11,2024,3,9,False,False,True,False,True,False,False,False,False,False,False,True
686.12,3,26,0,243,16,2024,3,5,False,False,True,False,True,False,False,False,False,False,True,False
202.35,5,41,0,75,5,2024,2,22,True,False,False,False,False,False,True,False,False,False,False,True
220.78,4,39,0,140,10,2024,2,25,False,False,False,True,True,False,False,False,False,False,False,True
133.56,3,32,0,17,14,2024,2,9,False,False,False,True,True,False,False,False,False,False,True,False
37.51,2,39,0,108,15,2024,3,26,False,False,True,False,True,False,False,False,False,True,False,False
246.5,2,25,0,298,0,2024,2,7,False,False,False,True,False,False,True,False,False,True,False,False
246.63,2,35,0,300,21,2024,3,13,False,True,False,False,False,True,False,False,False,False,True,False
10.33,1,37,0,278,15,2024,2,22,True,False,False,False,False,True,False,False,False,False,True,False
244.84,2,23,1,5,0,2024,2,9,False,False,False,True,False,False,False,False,True,True,False,False
356.81,1,35,0,20,20,2024,1,22,False,False,True,False,False,False,True,False,False,False,False,True
150.87,4,42,0,15,11,2024,4,3,False,False,True,False,False,True,False,False,False,True,False,False
343.8,2,30,0,236,19,2024,1,26,True,False,False,False,True,False,False,False,False,True,False,False
263.4,3,42,1,29,5,2024,1,26,True,False,False,False,True,False,False,False,False,False,False,True
330.8,3,34,0,298,18,2024,2,14,True,False,False,False,True,False,False,False,False,True,False,False
20.8,5,19,0,205,7,2024,3,26,False,True,False,False,False,False,True,False,False,True,False,False
214.7,5,49,0,111,20,2024,1,19,True,False,False,False,True,False,False,False,False,False,False,True
178.29,2,8,0,351,10,2024,3,8,False,False,False,True,False,True,False,False,False,True,False,False
52.35,4,17,0,226,10,2024,3,11,True,False,False,False,True,False,False,False,False,True,False,False
270.77,3,33,0,359,14,2024,2,26,False,True,False,False,True,False,False,False,False,False,True,False
514.36,2,33,0,181,22,2024,1,9,True,False,False,False,False,False,False,False,True,False,True,False
121.71,1,35,1,18,22,2024,3,14,True,False,False,False,False,False,False,True,False,True,False,False
106.56,2,43,0,113,19,2024,2,1,False,True,False,False,False,False,True,False,False,False,True,False
376.14,3,34,0,152,5,2024,3,8,True,False,False,False,False,False,True,False,False,True,False,False
44.98,4,28,0,31,3,2024,4,4,False,False,False,True,True,False,False,False,False,False,False,True
71.61,1,15,0,259,12,2024,3,23,True,False,False,False,True,False,False,False,False,False,True,False
138.89,1,35,0,65,19,2024,1,21,False,True,False,False,False,False,False,True,False,False,True,False
108.85,5,43,0,192,0,2024,3,19,False,True,False,False,True,False,False,False,False,True,False,False
142.21,2,13,0,45,23,2024,3,15,False,False,False,True,False,True,False,False,False,False,False,True
200.61,1,28,0,261,5,2024,1,18,True,False,False,False,False,False,False,True,False,False,True,False
173.47,3,50,0,288,7,2024,1,5,True,False,False,False,False,False,False,True,False,True,False,False
66.31,3,16,0,110,16,2024,3,8,True,False,False,False,False,False,False,False,True,False,True,False
197.61,1,30,0,308,10,2024,2,24,False,False,True,False,True,False,False,False,False,False,False,True
107.12,2,42,0,144,6,2024,3,17,True,False,False,False,True,False,False,False,False,False,False,True
10.62,5,29,0,94,20,2024,3,27,False,False,True,False,True,False,False,False,False,True,False,False
58.76,5,44,0,233,9,2024,3,25,False,True,False,False,False,False,True,False,False,False,False,True
610.59,3,45,0,234,17,2024,2,20,True,False,False,False,False,True,False,False,False,False,True,False
108.33,4,30,0,106,17,2024,2,16,True,False,False,False,True,False,False,False,False,True,False,False
30.19,5,38,0,286,20,2024,4,6,False,False,False,True,False,False,False,True,False,True,False,False
107.85,3,29,0,85,10,2024,3,7,True,False,False,False,False,False,True,False,False,False,True,False
85.92,2,29,0,324,4,2024,1,12,False,False,True,False,False,False,False,True,False,False,False,True
325.18,2,40,0,275,7,2024,2,25,False,True,False,False,False,False,False,False,True,True,False,False
119.25,5,33,1,62,5,2024,1,15,False,True,False,False,False,True,False,False,False,False,True,False
197.56,4,32,0,12,13,2024,2,25,False,True,False,False,False,False,False,False,True,True,False,False
83.04,1,38,0,127,3,2024,1,12,False,False,False,True,False,False,True,False,False,False,True,False
698.6,1,22,1,7,10,2024,3,2,False,True,False,False,False,False,False,True,False,False,False,True
91.49,4,33,0,152,2,2024,1,6,False,False,True,False,False,True,False,False,False,True,False,False
510.68,1,23,0,339,11,2024,1,10,False,True,False,False,False,False,False,False,True,False,True,False
20.97,2,33,0,206,18,2024,1,10,False,False,True,False,True,False,False,False,False,True,False,False
244.09,2,20,0,16,18,2024,1,24,False,False,True,False,False,True,False,False,False,False,True,False
66.04,1,23,0,355,23,2024,3,18,True,False,False,False,False,True,False,False,False,False,True,False
252.64,1,26,0,179,12,2024,2,26,True,False,False,False,True,False,False,False,False,True,False,False
149.79,1,23,0,277,15,2024,3,5,False,True,False,False,False,False,False,True,False,False,False,True
211.15,4,27,1,18,3,2024,2,20,False,False,True,False,False,False,False,False,True,True,False,False
1495.22,3,27,0,163,19,2024,3,15,False,False,True,False,False,True,False,False,False,True,False,False
608.35,2,29,0,230,1,2024,1,9,False,True,False,False,False,False,False,True,False,True,False,False
324.61,2,53,0,37,15,2024,2,8,True,False,False,False,False,False,False,False,True,False,True,False
62.48,4,56,0,120,22,2024,3,18,False,False,True,False,True,False,False,False,False,False,False,True
54.9,3,40,0,169,16,2024,1,17,False,False,True,False,False,False,True,False,False,True,False,False
183.7,1,32,0,7,16,2024,2,15,False,False,True,False,False,False,False,False,True,False,False,True
69.93,4,53,0,114,13,2024,3,22,False,False,True,False,False,False,True,False,False,False,True,False
54.41,2,45,0,148,13,2024,3,29,False,True,False,False,False,False,False,True,False,False,True,False
168.52,5,24,0,158,7,2024,1,27,False,False,False,True,False,False,True,False,False,False,False,True
18.98,2,24,0,161,21,2024,1,8,False,True,False,False,False,False,False,True,False,False,True,False
31.94,4,39,0,35,15,2024,2,24,False,True,False,False,False,False,True,False,False,True,False,False
241.48,5,52,0,274,11,2024,1,12,False,False,True,False,False,True,False,False,False,False,False,True
329.72,3,37,0,195,10,2024,3,10,False,False,True,False,False,False,False,True,False,True,False,False
63.26,2,30,0,133,5,2024,3,3,False,False,False,True,True,False,False,False,False,False,False,True
23.14,5,45,0,52,17,2024,1,10,False,False,False,True,True,False,False,False,False,False,False,True
639.91,2,39,0,356,18,2024,3,27,False,False,False,True,False,True,False,False,False,False,True,False
124.26,3,46,0,175,8,2024,3,23,False,True,False,False,False,False,False,True,False,True,False,False
32.12,3,30,0,28,13,2024,3,29,True,False,False,False,False,False,False,False,True,False,True,False
103.91,4,40,0,147,12,2024,2,14,True,False,False,False,True,False,False,False,False,True,False,False
212.55,5,38,0,268,15,2024,3,23,False,True,False,False,False,True,False,False,False,False,True,False
11.57,3,17,0,157,17,2024,3,14,False,False,True,False,False,False,True,False,False,False,False,True
21.92,2,53,0,98,21,2024,2,6,False,False,False,True,True,False,False,False,False,False,True,False
69.04,5,42,0,362,9,2024,2,10,False,False,False,True,True,False,False,False,False,False,False,True
125.77,3,45,0,264,3,2024,2,5,True,False,False,False,False,False,False,False,True,False,True,False
740.33,2,19,0,219,18,2024,2,28,False,False,True,False,False,False,False,True,False,True,False,False
47.68,2,32,0,239,17,2024,1,6,True,False,False,False,True,False,False,False,False,True,False,False
261.75,1,48,0,329,13,2024,2,27,False,True,False,False,False,False,False,True,False,False,True,False
90.34,2,22,0,284,1,2024,2,19,False,False,True,False,False,False,False,True,False,True,False,False
234.25,3,45,0,106,21,2024,2,20,True,False,False,False,True,False,False,False,False,True,False,False
268.43,4,27,0,16,20,2024,1,27,False,False,False,True,True,False,False,False,False,False,True,False
159.66,2,20,0,282,2,2024,3,21,True,False,False,False,False,False,True,False,False,True,False,False
21.08,2,22,0,172,2,2024,3,22,True,False,False,False,False,False,True,False,False,False,False,True
441.34,4,9,0,22,3,2024,3,28,False,False,False,True,False,False,False,True,False,False,True,False
83.61,2,28,0,309,9,2024,3,18,True,False,False,False,False,False,False,False,True,False,True,False
240.7,4,14,0,120,3,2024,2,12,True,False,False,False,False,False,False,True,False,False,True,False
237.07,1,29,0,223,17,2024,2,19,True,False,False,False,True,False,False,False,False,True,False,False
365.33,3,44,0,276,1,2024,2,3,True,False,False,False,False,True,False,False,False,False,False,True
161.01,2,26,0,167,4,2024,3,2,False,False,False,True,False,False,False,True,False,True,False,False
46.56,3,42,0,255,14,2024,3,25,False,False,False,True,True,False,False,False,False,False,True,False
345.04,5,28,0,51,0,2024,1,8,False,True,False,False,True,False,False,False,False,False,False,True
384.11,1,32,0,245,3,2024,1,30,True,False,False,False,False,True,False,False,False,True,False,False
302.11,3,35,0,310,4,2024,2,16,False,False,True,False,False,False,False,True,False,False,False,True
324.2,2,40,0,239,21,2024,1,12,False,False,False,True,False,False,False,False,True,True,False,False
109.71,1,30,0,216,6,2024,1,14,True,False,False,False,False,False,False,True,False,False,True,False
180.6,4,39,0,17,2,2024,3,24,False,True,False,False,True,False,False,False,False,True,False,False
18.52,4,14,0,189,6,2024,2,7,False,False,False,True,True,False,False,False,False,True,False,False
209.85,3,16,0,320,17,2024,2,17,True,False,False,False,False,True,False,False,False,False,False,True
173.03,4,37,0,19,23,2024,1,21,False,True,False,False,False,True,False,False,False,True,False,False
38.39,3,36,0,30,12,2024,3,17,False,False,True,False,True,False,False,False,False,False,True,False
1220.18,4,55,0,340,14,2024,3,25,False,False,False,True,False,False,False,False,True,False,True,False
59.7,5,28,0,55,23,2024,2,23,True,False,False,False,False,True,False,False,False,True,False,False
119.96,1,38,0,108,21,2024,2,4,False,True,False,False,False,False,False,True,False,False,True,False
140.49,2,19,0,158,14,2024,2,25,True,False,False,False,True,False,False,False,False,False,True,False
96.79,3,12,0,35,12,2024,3,10,False,True,False,False,False,False,False,False,True,False,True,False
245.52,2,21,0,268,16,2024,1,11,True,False,False,False,False,True,False,False,False,True,False,False
39.28,4,49,0,125,6,2024,4,1,False,True,False,False,False,False,True,False,False,True,False,False
237.99,5,20,0,9,18,2024,2,28,False,False,True,False,False,True,False,False,False,True,False,False
65.25,2,42,0,250,8,2024,1,31,False,False,False,True,False,False,False,False,True,False,False,True
410.7,4,25,0,205,11,2024,1,21,False,False,True,False,False,False,False,False,True,True,False,False
2367.15,2,16,1,153,20,2024,3,31,True,False,False,False,False,True,False,False,False,True,False,False
87.71,3,31,0,358,17,2024,3,19,True,False,False,False,False,False,False,True,False,False,True,False
325.55,1,49,0,295,0,2024,1,26,False,True,False,False,False,False,False,False,True,True,False,False
90.38,3,30,0,311,6,2024,1,11,False,False,True,False,False,False,True,False,False,True,False,False
127.79,1,38,0,241,2,2024,1,1,True,False,False,False,False,True,False,False,False,False,True,False
65.0,5,45,0,150,2,2024,2,22,False,False,True,False,False,True,False,False,False,True,False,False
324.29,1,38,0,35,1,2024,4,2,True,False,False,False,False,True,False,False,False,True,False,False
385.71,5,37,0,142,2,2024,2,27,False,False,False,True,False,True,False,False,False,False,True,False
50.16,1,52,0,274,21,2024,3,1,False,True,False,False,False,False,False,False,True,True,False,False
60.68,4,21,0,134,11,2024,2,3,True,False,False,False,True,False,False,False,False,True,False,False
41.4,2,31,0,17,19,2024,3,19,False,True,False,False,False,False,True,False,False,False,False,True
10.5,3,27,0,173,7,2024,4,3,True,False,False,False,False,False,True,False,False,False,False,True
86.75,4,55,0,66,4,2024,1,24,False,False,False,True,False,False,True,False,False,True,False,False
240.96,3,14,0,69,17,2024,2,18,False,False,True,False,False,False,False,True,False,False,True,False
383.44,2,43,0,250,5,2024,3,4,False,False,True,False,False,True,False,False,False,False,False,True
198.07,3,28,0,59,5,2024,1,9,False,False,True,False,False,False,False,False,True,True,False,False
82.88,2,22,0,257,7,2024,3,24,False,True,False,False,False,False,False,True,False,True,False,False
275.89,4,33,0,161,20,2024,3,24,False,True,False,False,True,False,False,False,False,True,False,False
182.88,5,44,0,348,23,2024,3,20,False,True,False,False,True,False,False,False,False,False,True,False
59.86,2,39,0,57,23,2024,1,24,True,False,False,False,False,False,True,False,False,True,False,False
657.35,1,25,0,284,3,2024,3,22,False,False,True,False,False,False,False,True,False,False,False,True
331.98,2,54,0,79,2,2024,3,28,False,False,True,False,True,False,False,False,False,False,False,True
173.19,4,21,0,57,22,2024,1,1,True,False,False,False,False,False,False,True,False,False,True,False
471.0,4,35,0,122,16,2024,2,10,False,False,True,False,False,False,False,False,True,False,True,False
126.03,1,34,0,38,1,2024,2,11,False,True,False,False,False,True,False,False,False,True,False,False
302.13,4,27,0,50,23,2024,2,13,True,False,False,False,True,False,False,False,False,True,False,False
405.87,4,22,0,155,14,2024,2,10,False,True,False,False,False,False,False,True,False,False,False,True
218.46,3,36,0,286,16,2024,1,23,False,True,False,False,False,False,False,True,False,False,False,True
22.81,2,40,0,208,22,2024,1,13,True,False,False,False,False,True,False,False,False,False,True,False
180.14,3,47,0,32,4,2024,2,12,False,False,False,True,True,False,False,False,False,True,False,False
766.4,2,25,1,14,2,2024,3,19,False,False,False,True,True,False,False,False,False,False,False,True
223.37,2,41,0,210,19,2024,2,24,False,False,True,False,False,False,False,False,True,True,False,False
303.85,4,30,0,12,6,2024,3,11,True,False,False,False,False,False,True,False,False,False,False,True
402.0,3,12,1,4,19,2024,1,30,False,True,False,False,True,False,False,False,False,False,False,True
62.54,5,40,0,110,4,2024,3,25,False,False,True,False,False,False,True,False,False,True,False,False
39.14,2,43,0,249,7,2024,2,21,True,False,False,False,False,True,False,False,False,False,False,True
91.84,1,32,0,130,15,2024,2,10,False,False,False,True,False,True,False,False,False,False,False,True
631.93,4,42,0,206,13,2024,3,24,False,False,False,True,True,False,False,False,False,True,False,False
234.53,1,48,0,55,10,2024,3,30,True,False,False,False,False,False,True,False,False,False,True,False
131.95,5,30,0,325,17,2024,2,17,False,False,True,False,False,True,False,False,False,False,True,False
183.84,3,30,0,132,2,2024,4,1,False,False,True,False,False,False,True,False,False,True,False,False
28.03,5,36,0,85,18,2024,3,18,False,False,False,True,False,True,False,False,False,False,True,False
17.89,3,11,0,274,22,2024,4,4,False,True,False,False,False,True,False,False,False,False,False,True
71.95,2,28,0,45,17,2024,2,13,False,True,False,False,False,True,False,False,False,False,False,True
227.15,1,33,0,65,13,2024,3,22,False,False,False,True,False,False,False,False,True,False,False,True
207.24,3,35,0,84,20,2024,1,17,False,False,False,True,False,True,False,False,False,False,True,False
66.94,5,36,0,257,0,2024,1,16,False,False,True,False,False,False,False,False,True,False,True,False
681.65,5,11,0,127,1,2024,1,27,False,True,False,False,False,False,False,True,False,False,True,False
38.19,2,39,0,291,19,2024,4,1,False,False,False,True,True,False,False,False,False,False,False,True
154.72,2,32,0,107,4,2024,2,18,False,False,False,True,False,True,False,False,False,False,False,True
244.8,5,32,0,180,3,2024,1,20,False,False,False,True,False,False,False,False,True,False,False,True
44.49,4,28,0,119,2,2024,3,1,False,True,False,False,False,True,False,False,False,False,True,False
