trxn_amt,pmt_method,product_cat,qty,cust_age,cust_loc,cust_device,fraudulent,acct_age_days,trxn_hour,year,month,day
181.57,debit card,clothing,3,27,Wesleyville,tablet,0,97,20,2024,2,13
10.6,debit card,clothing,3,28,Josephfort,tablet,0,363,14,2024,3,6
109.32,bank transfer,health & beauty,3,30,East Michaeltown,tablet,0,358,19,2024,4,1
30.65,credit card,toys & games,3,44,Shannonberg,mobile,0,282,17,2024,1,16
135.38,credit card,health & beauty,2,38,South Robert,tablet,0,316,3,2024,1,29
215.58,PayPal,home & garden,4,22,Vincentfurt,mobile,0,359,5,2024,3,20
30.96,bank transfer,toys & games,3,37,Levyfurt,tablet,0,333,22,2024,1,22
314.02,credit card,toys & games,4,38,Larsonfort,desktop,0,341,10,2024,3,28
467.37,bank transfer,clothing,5,44,Port Matthewburgh,tablet,1,292,15,2024,2,1
68.32,debit card,clothing,5,40,Gregoryberg,mobile,0,249,2,2024,3,23
332.79,debit card,clothing,1,27,East Williamberg,tablet,0,217,15,2024,2,25
113.07,debit card,health & beauty,1,39,Jamiemouth,mobile,0,308,21,2024,1,4
474.44,PayPal,toys & games,2,34,North Jennifer,tablet,0,145,1,2024,3,16
230.03,debit card,health & beauty,2,50,Kingland,desktop,0,130,21,2024,3,30
226.74,PayPal,clothing,5,48,Devinberg,mobile,0,257,21,2024,2,1
144.75,PayPal,electronics,3,46,Chanton,tablet,0,181,19,2024,2,24
26.51,credit card,toys & games,2,54,Lake Charles,tablet,0,128,18,2024,2,19
272.38,bank transfer,home & garden,4,34,South Andrewberg,tablet,0,216,23,2024,3,2
42.16,PayPal,electronics,4,30,Alvaradoland,desktop,0,316,7,2024,2,18
280.08,credit card,home & garden,4,33,Port Lauraland,tablet,0,136,6,2024,1,21
246.06,debit card,home & garden,3,38,Port Erinbury,mobile,0,207,15,2024,1,17
122.22,bank transfer,health & beauty,3,26,Allenville,desktop,0,53,4,2024,2,22
413.86,credit card,home & garden,5,19,Cynthiafort,mobile,0,138,13,2024,1,29
75.95,bank transfer,electronics,4,39,Mackenzieville,tablet,0,177,2,2024,2,15
46.93,PayPal,toys & games,1,53,East Andreabury,tablet,0,179,10,2024,2,22
413.19,credit card,health & beauty,2,31,North Tracey,tablet,0,4,5,2024,2,11
181.53,debit card,home & garden,1,19,Joshuafurt,desktop,0,47,7,2024,3,16
27.71,credit card,electronics,2,28,Lake Tammy,desktop,0,83,22,2024,3,27
114.98,debit card,toys & games,5,32,North Mary,desktop,0,279,3,2024,4,2
615.55,PayPal,health & beauty,1,43,Cassandraton,desktop,1,163,10,2024,4,3
116.7,PayPal,health & beauty,4,19,West Erin,desktop,0,50,21,2024,1,18
110.42,debit card,home & garden,3,25,West Elizabethborough,desktop,0,241,18,2024,2,12
29.92,credit card,clothing,2,42,Alyssaside,mobile,0,295,18,2024,3,27
268.84,bank transfer,electronics,5,27,Patriciabury,tablet,0,244,8,2024,2,27
372.09,PayPal,health & beauty,3,49,North Taylor,tablet,0,273,10,2024,1,20
266.27,bank transfer,toys & games,1,23,South Jameschester,mobile,0,282,7,2024,1,31
170.99,credit card,clothing,4,29,Juanmouth,desktop,0,197,1,2024,3,17
319.93,PayPal,electronics,4,40,Hamptonberg,desktop,0,45,7,2024,3,15
183.04,PayPal,home & garden,5,56,East Ashley,mobile,0,252,21,2024,3,1
228.96,bank transfer,toys & games,3,47,Williamsmouth,tablet,0,191,22,2024,4,5
275.16,PayPal,clothing,2,40,Tomview,desktop,0,120,9,2024,1,23
12.42,PayPal,clothing,3,36,East Steven,tablet,0,29,11,2024,3,12
77.42,debit card,health & beauty,1,34,Rossfurt,desktop,0,213,19,2024,2,22
18.01,debit card,toys & games,3,25,Rowehaven,tablet,0,47,21,2024,3,21
153.36,PayPal,home & garden,5,34,Port Johnfort,tablet,0,298,0,2024,3,18
634.57,PayPal,clothing,4,51,New Peter,desktop,0,244,7,2024,2,22
198.34,credit card,clothing,2,29,Johnsonborough,tablet,0,316,22,2024,1,15
124.67,credit card,toys & games,2,51,Kathyton,mobile,0,127,17,2024,1,22
1983.15,credit card,clothing,5,30,East Erik,desktop,1,90,1,2024,4,1
1975.9,debit card,toys & games,2,31,Lake Amy,mobile,1,14,0,2024,3,26
35.62,bank transfer,home & garden,4,37,Port David,tablet,0,291,22,2024,1,24
92.17,credit card,toys & games,4,36,East Johnberg,desktop,0,276,9,2024,1,16
109.71,credit card,clothing,4,30,Port Thomas,mobile,0,21,23,2024,1,24
386.07,credit card,electronics,1,32,Kristinmouth,tablet,0,209,4,2024,1,26
15.15,PayPal,home & garden,4,32,Jonathanland,desktop,0,197,7,2024,3,23
222.66,bank transfer,clothing,2,30,Natashaberg,desktop,0,354,21,2024,2,19
607.8,PayPal,home & garden,4,26,Lake Jenniferberg,mobile,0,73,18,2024,1,10
201.55,credit card,clothing,4,30,Newtonborough,tablet,0,245,7,2024,2,25
1612.7,PayPal,clothing,3,29,Port Micheal,mobile,1,105,2,2024,2,26
438.79,debit card,home & garden,5,23,West Andrew,mobile,0,56,14,2024,1,3
235.61,debit card,toys & games,4,44,Jonesview,desktop,0,64,16,2024,1,14
981.32,bank transfer,electronics,2,38,Bryantview,desktop,0,353,9,2024,2,20
394.84,bank transfer,home & garden,1,32,Lindashire,tablet,0,335,8,2024,1,24
66.04,credit card,health & beauty,2,50,Port Gabriellebury,mobile,0,20,5,2024,2,25
184.95,bank transfer,toys & games,4,28,Lucasmouth,tablet,0,249,3,2024,2,13
298.66,bank transfer,electronics,4,47,Tracymouth,tablet,0,348,18,2024,2,1
49.55,PayPal,electronics,4,61,Ramirezberg,mobile,0,72,18,2024,1,2
172.35,debit card,clothing,3,40,Lake Tyler,tablet,0,172,1,2024,1,23
339.62,bank transfer,toys & games,5,25,West Jennastad,desktop,0,285,0,2024,2,4
77.98,PayPal,electronics,1,34,South Christian,mobile,0,109,4,2024,3,13
504.8,bank transfer,electronics,4,45,Port Amandabury,mobile,0,357,18,2024,2,7
41.95,debit card,health & beauty,5,45,Mitchellburgh,desktop,0,106,4,2024,2,3
700.35,bank transfer,home & garden,2,35,Garciaview,desktop,0,119,16,2024,4,2
213.0,PayPal,home & garden,4,26,West Jenniferhaven,desktop,0,167,18,2024,2,25
147.62,credit card,clothing,3,34,South Brendaview,tablet,0,364,2,2024,1,29
118.89,credit card,health & beauty,2,28,North Charlesborough,desktop,0,5,2,2024,3,25
231.91,PayPal,health & beauty,4,15,Russellview,mobile,0,337,3,2024,1,3
256.63,PayPal,clothing,1,27,Rebeccaburgh,mobile,0,11,20,2024,3,12
405.25,bank transfer,toys & games,2,38,Port Mindyberg,desktop,0,42,22,2024,3,11
397.7,credit card,electronics,2,27,Port Ashleybury,desktop,0,28,12,2024,1,16
34.58,debit card,electronics,5,45,Wrightton,desktop,0,187,6,2024,3,23
408.49,bank transfer,health & beauty,2,32,Port Michaelmouth,mobile,0,60,12,2024,4,2
109.33,debit card,home & garden,5,38,Jennafort,mobile,0,219,11,2024,3,14
57.77,PayPal,health & beauty,2,38,West Ricardo,desktop,0,260,12,2024,1,27
44.89,debit card,home & garden,1,52,Craigland,mobile,0,16,0,2024,1,20
183.42,credit card,toys & games,3,20,Pattersonside,desktop,0,50,17,2024,1,26
604.68,debit card,clothing,4,35,Lake Abigail,desktop,0,273,0,2024,2,14
224.33,credit card,health & beauty,3,28,Ellentown,desktop,0,217,19,2024,3,11
154.25,bank transfer,electronics,4,35,South Bonnie,tablet,0,6,23,2024,4,2
16.09,debit card,home & garden,5,42,Davisfort,desktop,0,292,11,2024,3,11
73.86,PayPal,clothing,3,46,Ericport,desktop,0,154,1,2024,1,17
1169.29,credit card,home & garden,2,38,New Todd,desktop,0,60,3,2024,3,24
130.95,credit card,clothing,4,42,East Kimberlyview,mobile,0,59,4,2024,1,10
32.14,PayPal,home & garden,4,38,Darrentown,mobile,0,170,6,2024,2,17
27.24,bank transfer,electronics,4,42,East Elaineton,desktop,0,312,4,2024,3,7
175.47,credit card,home & garden,1,37,South Kelly,mobile,0,316,8,2024,2,12
140.25,debit card,home & garden,2,20,Jerryview,desktop,0,306,11,2024,1,19
109.77,credit card,electronics,1,32,Brianfurt,mobile,0,312,9,2024,2,15
121.31,PayPal,health & beauty,2,30,Luismouth,desktop,0,306,8,2024,1,10
144.34,credit card,toys & games,4,22,Teresafurt,mobile,0,211,22,2024,2,8
98.21,debit card,home & garden,3,43,Lake Samanthamouth,mobile,0,251,19,2024,3,20
279.54,debit card,home & garden,2,19,New Aaron,desktop,0,341,16,2024,1,22
599.16,bank transfer,health & beauty,5,26,Nicholasside,desktop,0,63,1,2024,1,11
175.84,credit card,electronics,3,14,Wesleychester,mobile,0,327,0,2024,3,28
33.26,bank transfer,clothing,1,33,New Andrew,tablet,0,163,11,2024,1,23
445.64,debit card,home & garden,1,44,Collinsland,tablet,0,312,17,2024,1,31
95.05,debit card,home & garden,5,42,Port Sara,tablet,0,129,0,2024,1,10
724.04,debit card,home & garden,4,28,West Melissaland,mobile,0,303,4,2024,3,11
172.15,credit card,clothing,1,21,South Bryanbury,mobile,0,268,8,2024,3,11
322.11,PayPal,electronics,3,51,South Tonyfurt,mobile,0,72,20,2024,2,25
827.28,credit card,home & garden,1,35,Taylorborough,tablet,0,71,0,2024,4,6
122.5,debit card,electronics,4,34,East John,tablet,0,255,12,2024,3,23
18.08,credit card,clothing,4,22,Martinezview,mobile,0,65,22,2024,1,4
568.23,debit card,electronics,4,42,Billystad,tablet,0,37,7,2024,4,2
24.11,debit card,toys & games,2,53,North Dominique,tablet,0,111,18,2024,1,16
52.69,debit card,health & beauty,5,32,Manueltown,mobile,0,242,23,2024,1,17
43.4,bank transfer,toys & games,1,25,Chloefort,desktop,0,258,13,2024,3,3
103.19,credit card,health & beauty,2,45,Simonport,desktop,0,311,19,2024,1,28
216.94,bank transfer,electronics,1,33,Amandahaven,tablet,0,194,4,2024,3,7
267.21,credit card,home & garden,3,55,Port Ronald,tablet,0,206,15,2024,3,7
214.36,debit card,clothing,4,38,Davisstad,tablet,0,213,0,2024,1,28
82.9,debit card,health & beauty,4,41,West Wesleychester,mobile,0,357,15,2024,2,13
26.82,PayPal,toys & games,3,52,New Stephanie,desktop,0,359,20,2024,3,17
168.02,PayPal,clothing,1,28,Emilyland,desktop,0,116,19,2024,2,3
98.55,credit card,home & garden,3,39,Johnview,mobile,0,225,23,2024,3,11
45.39,debit card,toys & games,5,37,Shannontown,tablet,0,295,23,2024,4,3
564.91,PayPal,electronics,2,41,Port Paulamouth,desktop,0,361,13,2024,1,10
76.08,debit card,toys & games,3,12,New Michelle,tablet,0,224,7,2024,2,23
33.81,debit card,home & garden,4,34,Ericstad,desktop,0,155,14,2024,1,6
474.6,PayPal,electronics,5,35,Christopherview,desktop,0,203,23,2024,4,6
118.85,credit card,electronics,5,39,North Michaelfurt,desktop,0,102,16,2024,1,27
164.25,bank transfer,health & beauty,5,39,Dicksonchester,mobile,0,102,9,2024,3,3
28.71,credit card,clothing,3,40,New Jacquelinefort,mobile,0,323,12,2024,2,16
213.18,bank transfer,toys & games,3,36,New Jamie,mobile,0,185,22,2024,2,3
37.46,debit card,home & garden,1,33,Francisville,mobile,0,171,21,2024,2,18
277.36,bank transfer,home & garden,2,23,Jordanfurt,desktop,0,99,16,2024,3,31
134.81,debit card,health & beauty,3,26,North Katherinemouth,desktop,1,246,20,2024,1,4
156.71,debit card,health & beauty,1,50,North Davidstad,mobile,0,167,20,2024,1,4
558.62,credit card,health & beauty,1,32,Port Kimberlybury,desktop,0,56,3,2024,3,19
169.62,bank transfer,clothing,2,37,Coreyshire,tablet,0,239,23,2024,3,15
101.2,bank transfer,health & beauty,4,40,Dawnbury,tablet,0,179,12,2024,3,20
53.05,PayPal,health & beauty,5,29,Timothyberg,tablet,0,288,16,2024,2,16
30.71,debit card,toys & games,5,54,Port Melissa,mobile,0,86,11,2024,1,28
308.81,PayPal,electronics,3,17,Oliverport,tablet,0,258,22,2024,1,31
194.69,bank transfer,electronics,1,33,North Frank,tablet,0,294,2,2024,2,24
409.96,debit card,electronics,4,24,Taylorhaven,mobile,0,318,13,2024,4,5
2134.5,bank transfer,home & garden,3,40,Caldwellview,tablet,1,21,4,2024,2,11
151.96,credit card,health & beauty,3,36,Baileyberg,tablet,0,165,0,2024,2,16
71.7,credit card,electronics,3,44,East Brian,tablet,0,41,5,2024,2,27
306.22,credit card,health & beauty,4,33,Griffithmouth,desktop,0,40,5,2024,1,5
132.01,bank transfer,electronics,1,40,New Kevinchester,tablet,0,350,20,2024,2,1
100.34,debit card,health & beauty,1,36,Davidmouth,mobile,1,39,14,2024,1,10
521.99,credit card,clothing,2,43,North Nicoleborough,tablet,0,349,19,2024,2,14
289.25,credit card,electronics,2,26,Jeremyfurt,tablet,0,286,19,2024,3,23
320.23,PayPal,toys & games,5,18,Lake Lisaland,mobile,0,39,4,2024,1,17
39.61,credit card,toys & games,2,26,Port Ashleytown,desktop,0,277,8,2024,1,1
135.29,debit card,health & beauty,1,10,New Michael,tablet,0,356,8,2024,2,15
132.55,credit card,health & beauty,2,29,Shawnstad,desktop,0,89,4,2024,2,23
163.43,PayPal,health & beauty,5,27,East Dianemouth,desktop,0,52,12,2024,4,1
109.22,bank transfer,home & garden,2,40,South David,tablet,0,308,19,2024,1,10
235.43,debit card,toys & games,1,35,Jamesville,tablet,0,69,14,2024,1,27
111.99,debit card,toys & games,5,31,Theresaland,tablet,0,238,4,2024,2,22
391.43,bank transfer,toys & games,3,46,East Allisonshire,tablet,0,33,12,2024,2,6
78.11,PayPal,health & beauty,1,42,Daviston,desktop,0,291,23,2024,1,4
401.3,debit card,home & garden,2,51,Johnsonstad,desktop,1,4,0,2024,2,26
537.94,credit card,toys & games,3,39,Rebeccafort,desktop,0,102,19,2024,1,5
117.45,debit card,electronics,1,29,Swansonburgh,tablet,0,199,3,2024,3,16
35.05,bank transfer,home & garden,5,44,Port Chasemouth,mobile,0,162,14,2024,3,26
15.99,debit card,clothing,4,44,South Sherry,desktop,0,154,1,2024,1,4
252.94,credit card,toys & games,1,44,East Elizabeth,mobile,0,44,3,2024,2,28
140.14,PayPal,health & beauty,2,57,Lake Danielland,tablet,0,309,14,2024,1,29
249.41,bank transfer,toys & games,4,26,North Coreyborough,mobile,0,308,14,2024,3,25
223.44,credit card,home & garden,1,27,Sierrashire,tablet,0,196,1,2024,3,5
44.1,credit card,toys & games,3,38,Lake Danielleville,desktop,0,299,23,2024,3,17
274.53,credit card,electronics,5,43,Jessicahaven,desktop,0,133,23,2024,2,25
124.33,credit card,home & garden,2,26,Thomasfurt,desktop,0,263,14,2024,2,1
773.4,PayPal,home & garden,3,41,Lucerofort,desktop,0,223,17,2024,2,29
90.98,bank transfer,home & garden,1,46,Lake Danielborough,desktop,0,219,4,2024,3,12
29.55,credit card,home & garden,4,32,Sullivanborough,mobile,0,216,14,2024,3,27
69.87,debit card,toys & games,5,20,West Cristina,desktop,0,303,2,2024,1,3
185.52,bank transfer,health & beauty,5,51,Wilsonborough,mobile,0,34,7,2024,3,11
384.32,bank transfer,toys & games,1,40,Port Whitney,desktop,0,143,1,2024,3,1
389.16,debit card,clothing,4,51,Garyhaven,tablet,0,266,16,2024,3,29
13.41,PayPal,electronics,5,54,North Kayleehaven,mobile,0,22,11,2024,2,23
353.52,bank transfer,health & beauty,4,31,Thompsonstad,tablet,0,89,1,2024,2,19
150.96,bank transfer,electronics,5,24,East Ashley,mobile,0,45,10,2024,1,29
195.96,debit card,electronics,5,45,East Allenview,desktop,0,310,0,2024,3,20
112.7,credit card,clothing,1,45,Cooperport,tablet,1,6,3,2024,3,13
624.49,credit card,health & beauty,3,31,New Peter,desktop,0,339,9,2024,2,8
267.36,bank transfer,electronics,2,16,Jonesberg,tablet,0,321,14,2024,3,28
53.72,bank transfer,toys & games,2,29,Parsonshaven,mobile,0,178,17,2024,3,3
624.53,bank transfer,clothing,2,38,Barrettshire,desktop,0,143,1,2024,4,7
163.69,bank transfer,health & beauty,5,25,Dawnside,desktop,0,349,10,2024,2,17
429.28,PayPal,health & beauty,4,38,Jerrytown,desktop,0,63,19,2024,3,5
142.5,credit card,clothing,2,48,Brownton,tablet,0,266,18,2024,3,12
156.63,bank transfer,clothing,5,45,East Dana,mobile,0,338,0,2024,4,3
209.63,credit card,home & garden,3,29,South Andre,tablet,0,116,17,2024,2,24
375.43,PayPal,health & beauty,2,27,Jonesfurt,mobile,0,42,9,2024,2,6
132.29,bank transfer,clothing,1,41,Lisaberg,desktop,0,86,13,2024,3,1
212.14,PayPal,toys & games,5,32,Shortshire,tablet,0,333,21,2024,1,23
102.52,debit card,health & beauty,5,42,New Joseburgh,tablet,0,339,4,2024,3,12
35.25,PayPal,clothing,2,36,Davidbury,mobile,0,78,16,2024,2,6
26.86,credit card,home & garden,1,26,Port Jameston,tablet,0,299,7,2024,1,19
63.7,debit card,toys & games,5,17,Griffinfurt,mobile,0,138,9,2024,1,21
95.38,bank transfer,toys & games,2,47,North Jennifer,tablet,0,363,22,2024,3,28
411.88,bank transfer,health & beauty,4,24,South Melanie,tablet,0,218,18,2024,2,25
274.89,PayPal,toys & games,2,39,North Alexander,mobile,0,1,3,2024,2,21
32.5,bank transfer,electronics,2,41,New Heather,desktop,0,55,8,2024,1,28
74.9,credit card,toys & games,2,58,New Daniel,mobile,0,37,16,2024,2,24
30.44,bank transfer,health & beauty,2,21,East Rebeccamouth,tablet,0,42,2,2024,3,18
243.99,credit card,electronics,5,47,Port Cynthia,mobile,0,231,9,2024,2,23
252.47,PayPal,clothing,3,31,Gibsonshire,tablet,0,118,15,2024,2,2
550.37,PayPal,electronics,5,29,Tylerton,desktop,0,61,3,2024,3,28
82.38,bank transfer,electronics,1,45,Dodsonville,desktop,0,184,2,2024,4,2
1019.52,debit card,toys & games,2,37,Snydermouth,tablet,0,59,20,2024,2,27
204.1,credit card,health & beauty,1,40,Anthonyfurt,mobile,1,344,22,2024,1,5
320.49,debit card,home & garden,5,36,East Kaitlynberg,tablet,0,71,14,2024,2,8
19.69,debit card,home & garden,5,38,South Davidchester,desktop,0,152,1,2024,3,31
166.17,bank transfer,toys & games,3,47,Lauraville,desktop,0,65,12,2024,3,18
506.51,debit card,electronics,4,27,Glassland,desktop,0,33,19,2024,2,16
166.16,bank transfer,home & garden,3,29,East John,mobile,0,279,7,2024,3,22
95.14,credit card,toys & games,5,19,Port Henry,desktop,0,217,5,2024,1,2
263.4,credit card,electronics,4,15,North Nathaniel,tablet,0,293,3,2024,1,26
54.65,bank transfer,home & garden,3,31,Danielfort,desktop,0,207,22,2024,1,20
222.53,credit card,home & garden,3,48,Tracyton,tablet,0,85,17,2024,3,13
398.22,bank transfer,health & beauty,1,38,Port Spencerview,tablet,0,63,5,2024,3,21
410.5,debit card,electronics,2,45,Port Rickeyview,desktop,0,158,5,2024,1,9
270.56,debit card,toys & games,1,44,Terryville,desktop,0,339,10,2024,4,5
104.43,bank transfer,clothing,5,41,Robersonhaven,desktop,1,164,4,2024,1,18
258.4,credit card,health & beauty,5,39,South Randallmouth,tablet,0,348,4,2024,4,6
25.4,PayPal,clothing,2,32,East Lauren,mobile,0,205,8,2024,3,28
264.35,debit card,health & beauty,1,41,Lake Julie,tablet,0,38,3,2024,4,3
130.42,bank transfer,clothing,2,34,Hutchinsonmouth,tablet,0,150,17,2024,2,22
53.03,PayPal,health & beauty,3,34,South Robertstad,mobile,0,97,13,2024,1,14
10.13,bank transfer,health & beauty,5,34,Port Jessica,mobile,0,227,9,2024,1,13
175.42,bank transfer,clothing,1,31,North Linda,tablet,0,290,11,2024,1,13
254.77,bank transfer,home & garden,1,26,South Roger,desktop,0,236,6,2024,2,28
423.43,debit card,clothing,4,32,South Edwardbury,mobile,0,258,11,2024,2,18
49.56,debit card,toys & games,3,43,Port Jessicaberg,mobile,0,20,21,2024,1,7
99.9,bank transfer,toys & games,5,41,Andreamouth,mobile,0,13,14,2024,3,24
147.65,debit card,electronics,4,26,Lake Kenneth,desktop,0,163,21,2024,2,22
12.89,debit card,home & garden,4,43,Washingtonton,mobile,0,126,0,2024,1,4
504.93,credit card,toys & games,4,31,Lake Kimberlyfurt,mobile,0,311,5,2024,3,18
568.05,debit card,health & beauty,5,44,New Rachaelview,mobile,0,27,11,2024,2,19
224.14,PayPal,home & garden,1,36,West Angelaview,mobile,0,95,6,2024,3,27
56.0,debit card,clothing,4,21,West Brett,tablet,0,242,5,2024,1,26
114.27,credit card,clothing,4,50,West Brendaton,mobile,0,267,16,2024,3,24
10.98,PayPal,electronics,3,41,Jennifershire,mobile,0,168,7,2024,3,20
91.92,debit card,clothing,5,43,Randyfort,tablet,0,6,19,2024,3,4
167.62,credit card,electronics,5,37,Port Rachelhaven,mobile,0,18,18,2024,3,29
55.81,debit card,home & garden,1,41,Jonathanstad,tablet,0,48,1,2024,2,1
173.4,PayPal,clothing,3,25,Trevorshire,tablet,0,307,10,2024,1,12
56.96,bank transfer,electronics,2,18,Port Laura,desktop,0,129,15,2024,3,17
214.43,debit card,electronics,1,40,East Ronnie,desktop,0,1,22,2024,3,7
68.5,credit card,toys & games,1,16,Williamville,tablet,0,196,17,2024,1,2
482.62,PayPal,electronics,5,39,New Jasonfurt,tablet,0,16,20,2024,2,3
86.15,debit card,home & garden,1,39,South Nicholas,mobile,0,234,12,2024,2,21
254.27,bank transfer,health & beauty,3,49,North Brian,desktop,0,229,13,2024,3,26
91.62,credit card,toys & games,5,28,New Sara,desktop,0,283,5,2024,1,27
246.35,bank transfer,toys & games,3,41,North Sandybury,tablet,0,12,23,2024,1,23
41.32,debit card,home & garden,5,39,New Katherinebury,desktop,0,30,22,2024,1,23
112.47,PayPal,health & beauty,5,22,Justinville,desktop,0,288,14,2024,2,19
225.14,PayPal,electronics,3,37,North Gregoryville,tablet,0,345,11,2024,1,4
232.46,debit card,home & garden,5,33,Port Larryhaven,mobile,0,321,0,2024,2,23
267.95,debit card,clothing,5,39,Lake Jenniferview,tablet,0,286,0,2024,1,22
10.44,debit card,toys & games,4,0,Gibsonmouth,desktop,0,33,19,2024,3,25
70.57,debit card,electronics,5,41,Herreraburgh,tablet,0,1,16,2024,3,4
169.03,bank transfer,toys & games,4,46,West Jennaport,tablet,0,27,0,2024,3,23
44.41,PayPal,electronics,4,32,West Michelleport,desktop,0,98,15,2024,3,30
245.81,debit card,health & beauty,4,40,North Johnnyfort,mobile,0,156,8,2024,3,26
332.25,debit card,electronics,4,44,Port Crystalmouth,mobile,0,114,10,2024,2,8
374.15,credit card,home & garden,3,33,West Jamesshire,tablet,0,87,13,2024,3,12
101.49,bank transfer,health & beauty,1,21,East Ryanville,mobile,0,54,8,2024,3,19
293.35,bank transfer,clothing,1,36,North Kristenside,desktop,0,209,21,2024,1,23
614.91,debit card,electronics,5,34,Daviston,tablet,0,118,5,2024,2,5
508.29,PayPal,clothing,4,36,Calebfurt,tablet,0,219,15,2024,1,4
208.61,credit card,clothing,3,16,Alanview,mobile,0,313,4,2024,1,21
9716.5,bank transfer,health & beauty,5,20,North Debraton,tablet,1,16,2,2024,1,13
84.0,PayPal,electronics,1,30,New Howardville,tablet,0,229,4,2024,1,17
209.72,credit card,home & garden,3,14,Samanthaberg,mobile,0,9,0,2024,3,17
599.41,PayPal,clothing,2,39,Banksville,desktop,0,197,9,2024,4,5
76.69,credit card,toys & games,4,5,West Davidstad,desktop,0,61,19,2024,1,19
75.07,PayPal,clothing,4,47,South Robert,mobile,0,35,8,2024,2,13
152.53,credit card,health & beauty,1,22,Dixonland,tablet,0,224,3,2024,4,7
119.7,bank transfer,toys & games,2,31,East Hannahmouth,mobile,0,146,23,2024,2,29
172.02,credit card,toys & games,3,34,Laurieshire,tablet,0,365,14,2024,1,15
853.4000000000001,debit card,toys & games,5,47,Matthewbury,tablet,1,11,3,2024,2,13
323.89,debit card,toys & games,3,28,South Nicholasbury,desktop,0,30,17,2024,3,29
220.02,bank transfer,clothing,1,19,East Davidfurt,tablet,0,4,14,2024,3,2
376.25,bank transfer,toys & games,3,31,Port Sheryl,tablet,0,363,1,2024,2,28
161.56,debit card,electronics,5,44,West Jacob,tablet,0,362,0,2024,4,5
217.79,debit card,clothing,5,17,Marcview,tablet,0,46,9,2024,3,9
457.64,debit card,clothing,1,30,New Louisburgh,tablet,0,286,16,2024,3,17
145.67,bank transfer,electronics,3,17,Edwardshire,mobile,0,297,21,2024,2,1
75.06,debit card,home & garden,5,39,Wallchester,mobile,0,222,16,2024,3,15
275.02,debit card,clothing,1,35,Port Craig,mobile,0,41,12,2024,1,16
116.67,credit card,home & garden,1,54,New Michaelside,tablet,0,138,1,2024,2,10
241.68,debit card,clothing,2,35,North Andreahaven,tablet,0,353,2,2024,2,1
420.1,credit card,toys & games,3,27,Johnville,mobile,0,138,8,2024,3,26
105.66,debit card,home & garden,4,32,Jasminestad,desktop,0,71,12,2024,2,23
399.62,bank transfer,toys & games,4,25,Port Maryberg,desktop,0,122,7,2024,2,22
360.8,bank transfer,clothing,5,26,South Jonathanport,mobile,0,83,18,2024,2,8
368.47,PayPal,home & garden,5,30,Port Michaelville,desktop,0,126,19,2024,3,18
35.05,bank transfer,health & beauty,4,47,Deborahton,desktop,0,282,13,2024,3,29
241.74,PayPal,home & garden,2,44,New Drew,desktop,0,353,1,2024,3,3
264.57,PayPal,clothing,3,33,Pamelachester,tablet,0,58,21,2024,4,3
705.51,PayPal,toys & games,5,44,North Annettebury,desktop,0,49,21,2024,1,11
39.98,PayPal,toys & games,4,36,Port Maryshire,desktop,0,296,10,2024,3,26
482.9,debit card,home & garden,5,40,Antonioport,tablet,0,73,18,2024,3,7
563.56,PayPal,home & garden,5,36,Jacksonview,desktop,0,37,22,2024,2,24
32.15,debit card,electronics,5,39,Christopherland,tablet,0,181,5,2024,2,9
61.1,debit card,electronics,3,38,Vasquezton,mobile,0,283,20,2024,3,25
34.31,credit card,home & garden,1,31,West Robert,mobile,0,243,3,2024,3,7
164.89,PayPal,health & beauty,1,43,North Danielview,tablet,0,221,17,2024,2,15
95.34,credit card,electronics,3,32,North Tiffany,mobile,0,62,22,2024,1,20
160.95,bank transfer,health & beauty,5,39,Veronicahaven,desktop,0,354,18,2024,1,16
31.66,bank transfer,health & beauty,3,33,Lake David,desktop,0,105,3,2024,1,21
361.34,credit card,health & beauty,5,25,Port Lauren,desktop,0,21,6,2024,1,22
66.33,PayPal,toys & games,2,33,Susanburgh,desktop,0,175,13,2024,3,9
83.42,bank transfer,home & garden,3,36,Dawnberg,mobile,0,337,14,2024,2,28
991.57,bank transfer,health & beauty,3,37,East Tiffanyland,tablet,0,88,9,2024,1,3
78.34,credit card,electronics,2,40,East James,tablet,0,206,22,2024,2,9
548.09,credit card,home & garden,5,26,Trujillotown,tablet,0,6,19,2024,3,8
287.19,bank transfer,health & beauty,4,33,Riceville,mobile,0,336,17,2024,2,19
237.01,credit card,toys & games,3,35,Bakerchester,mobile,0,210,14,2024,1,1
550.02,debit card,health & beauty,2,40,New Robert,desktop,0,192,3,2024,4,5
61.48,bank transfer,home & garden,1,55,Brownburgh,mobile,1,30,0,2024,1,30
83.52,debit card,clothing,4,48,Jamesfort,desktop,0,312,18,2024,1,11
281.72,debit card,toys & games,2,49,South Daniel,mobile,0,258,1,2024,4,1
125.07,bank transfer,home & garden,2,32,Garzachester,desktop,0,6,1,2024,1,17
50.39,bank transfer,toys & games,5,34,Vickiburgh,desktop,0,194,10,2024,1,1
249.86,debit card,electronics,1,32,North Luismouth,mobile,0,272,18,2024,2,11
194.29,bank transfer,toys & games,4,45,Cynthiaburgh,desktop,0,169,8,2024,2,26
70.47,credit card,toys & games,3,36,Port Elizabeth,mobile,0,91,18,2024,2,27
417.17,PayPal,home & garden,3,45,Gonzalezmouth,desktop,0,145,9,2024,1,19
